"ID","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p50"
913,101.55,101,97.53,95.32,93.94,89.27,92.39,94.31,103.93,100.69,99.48,100.04,102.12,102.58,106.13,108.81,109.11,110.63,111.56,112.06,110.72,114.9,117.13,118.49,121.25,124.41,128.09,129.56,130,129.88,130.21,132.02,136.71,141.78,145.2,148.24,151.2,155.78,159.17,161.95,185.72
914,107.29,104.97,100.93,99.17,98.61,100.46,100.68,100.13,101.35,97.72,95.39,92.14,86.33,90.52,93.75,97.18,101.27,104.71,107.46,106.88,108.18,103.52,103.21,100.6,102.7,101.41,101.97,101.75,105.06,105.83,101.81,103.38,108.08,104.22,102.04,100.15,97.87,98.52,98.16,99.67,102.58
915,92.28,92.3,88.84,86.92,83.91,80.11,77.49,74.48,71.48,70.53,70.88,69.58,67.05,63.8,63.23,65.75,66.1,68.85,72.22,76.68,80.24,80.19,80.51,83.13,83.98,86.63,90.04,92.29,91.54,89.42,86.88,85.71,83.32,81.29,78.54,73.76,69.94,66.93,63.5,60.46,33.03
916,93.87,100.15,99.19,97.8,96.46,98.24,95.59,94.2,88.68,92.53,98.07,102.36,105.03,108.98,112.26,115.55,119.19,123,122.91,124.9,126.43,129.13,133.6,140.3,136.95,133.74,130.31,127.62,128.49,119.87,121.55,127.18,128.06,125.83,119.26,120.84,123.08,125.79,129.37,134.31,145.42
917,89.51,86.4,84.68,83.92,82.53,78.22,75.67,73.62,72.34,72.1,69.37,65.61,63.25,64.09,61.11,57.68,56.27,54.62,49.93,41.36,41.4,43.81,45.03,47.12,50.93,52.68,55.9,59.52,60.25,59.79,59.57,55.91,53.94,49.93,46.95,48.02,46.01,42.19,38.28,39.51,51.74
918,108.66,107.16,107.2,106.34,103.21,99.49,95.02,91.51,90.72,91.95,95.61,97.83,97.93,94.52,92.05,91.6,90.09,88.13,88.17,85.65,84.87,76.83,77.9,79.19,78.53,77.01,78.26,81.74,84.97,89.76,86.11,81.38,77.67,76.45,72.7,73.23,80.54,77.49,78.03,74.2,51.7
919,106.36,111.12,114.45,115,111.48,115.29,114.81,117.35,119.77,123.16,122.11,118.9,116.35,114.12,114.35,111.09,110.33,110.83,110.67,108.96,106.44,103.74,107.29,110.87,114.21,114.49,115.54,114.49,115.2,115.67,117.09,119.24,121.44,123.92,127.1,131.59,134.47,138.36,140.78,143.12,160.44
920,101.5,105.43,101.42,100.04,95.11,99.46,99.83,103.2,105.87,107.1,109.41,109.35,111.48,119.99,126.18,131.16,133.13,133.88,135.59,135.39,139.67,142.54,146.05,151.76,150.7,149.81,146.34,147.81,148.16,149.56,156.04,159.83,165.74,168.27,168.62,167.34,168.91,165.84,165.74,165.94,156.15
921,108.57,108.42,111.35,114.21,117.86,117.52,117.54,119.67,122.68,125.26,127.17,130.49,131.79,133.58,132.97,134.28,130.46,127.46,124.08,121.67,118.52,116.22,111.65,107.74,104.9,100.45,97.31,97.93,96.99,99.03,94.35,95.7,98.17,100.48,102.44,106.21,102.41,100.94,101.13,104.5,124.54
922,93.32,94.48,94.76,98.04,96.44,92.57,90.78,87.26,85.35,79.93,75.3,73.53,69.76,66.44,58.21,61.28,65.17,65.44,67.91,70.69,72.37,75.04,77.04,81.86,85.15,85.3,88.96,93.26,96.61,98.36,99.61,102.59,104.92,108.06,111.93,111.55,114.14,111.77,113.71,114.43,142.61
923,94.52,96.03,97.86,102.98,100.62,97.05,97.16,102.72,100.3,99.02,96.06,93.27,95.67,95.62,96.08,94.62,94.16,92.65,92.36,96.73,100.77,101.84,94.41,98.69,99.9,102.66,105.56,109.03,109.55,109.9,109.85,107.66,104.53,104.16,103.35,100.68,100.92,101.56,101.29,99.32,88.21
924,101.84,101.16,99.11,97.28,96.23,98.16,100.83,104.48,107.97,106.76,105.59,104.2,106.5,107.02,104.95,105.12,102.53,108.11,110.09,112.57,111.82,111.61,116.13,118.18,119.71,119.62,118.48,115.89,112.43,110.83,107.1,104.15,98.59,95.68,92.76,87.68,83.69,82.86,83.72,83.11,80.14
925,103.25,102.85,104.12,107.91,110.83,115.38,119.63,120.59,123.09,126.47,130.74,131.94,130.18,128.87,125.94,123.37,120.49,117.61,115.45,109.76,106.66,104.23,102.35,103.99,104.54,105.69,106.59,106.16,109.55,110.22,107.96,106.81,105.09,102.73,103.79,101.52,99.33,98.26,96.75,95.4,76.99
926,103.66,102.78,102.25,93.4,90.29,88.57,85.92,79.99,76.93,74.16,72.26,73.36,75.18,78.43,78.72,77.03,74.5,75.65,74.26,71.87,73.29,70.2,68.21,65.14,61.83,59.84,57.44,56.02,53.97,49.51,51.78,53.13,55.09,61.48,58.81,55.45,57.72,55.35,51.85,50.96,50.15
927,101.23,101.05,100.4,101.47,101.22,93.73,96.83,101.19,103.59,104.36,105.38,103.77,100.66,100.52,101.99,106.03,108.24,108.06,109.49,110.59,109.49,103.94,101.37,99.19,97.27,94.58,91.37,87.93,89.84,90.62,94.26,97.31,100.48,98.5,95.64,95.1,94.25,91.42,88.64,86.6,103.22
928,95.84,93.05,90.52,87.14,83.55,83.86,84.88,85.06,86.13,85.59,87.3,91.4,94.52,98.48,101.85,103.85,107.29,110.87,112.25,112.63,109.7,106.66,107.17,105.12,102.24,100.68,102.12,97.35,94.37,91.94,88.7,87.75,88.45,86.55,82.31,80.46,78.34,74.94,80.18,83.5,118.71
929,110.06,109.43,110.54,106.37,104.87,102.5,100.48,96.78,94.97,90.94,91.51,83.79,79.65,82.11,85.22,88.04,90.02,94.92,91.92,93.16,90.7,90.56,90.2,90.47,83.73,82.67,79.79,76.95,74.96,75.8,72.18,71.17,73.7,77.99,80.84,82.25,82.14,82.91,88.05,92.35,91.67
930,102.59,101.56,99.36,97.32,94.69,92.46,88.42,89.23,86.66,83.95,83.83,88.05,88.28,90.66,91.74,94.95,97.76,102.22,105.61,108.77,112.35,108.86,105.18,101.87,101.81,98.93,97.24,96.34,92.36,91.47,90.91,92.62,92.32,90.89,86.65,82.66,84.1,86.46,90.4,92.05,98.65
931,103.94,107.16,106.82,102.99,100.86,103.19,100.58,97.36,94.52,92.12,88.02,85.96,82.37,82.52,83.18,83.43,83.93,80.81,75.03,69.98,73.36,76.27,78.67,83.23,87.62,89.25,92.53,94.39,96.6,99.22,99.78,99.68,99.66,103.11,103.44,105.53,104.46,104.65,106.6,108.99,102.69
932,93.01,90.71,86.89,84.67,82.58,82.28,85.57,87.73,87.86,88.28,89.4,89.26,85.59,82.14,76.2,78.62,84.05,86.03,89.68,92.05,95.44,100.78,100.05,98.29,94.37,92,89.23,86.34,83.43,80.13,78.4,76.43,73.34,72.89,69.24,67.61,64.24,60.74,60.68,58.35,76.62
933,105.55,107.02,106.59,105.79,106.12,109.06,112.9,115.35,117.64,121.58,123.46,126.14,127.25,131.9,136.47,139.36,142.54,145.72,144.41,145.73,146.76,144.76,142.95,140.25,139.39,138.5,140.42,140.69,141.54,141.99,144.41,146.5,147.68,142.9,147.2,150,150.49,159.22,154.97,154.32,179.06
934,100.02,103.66,107.41,110.37,111.5,114.73,114.71,115.52,113.95,112.48,109.82,109.19,106.32,106.97,114.68,117.67,120.62,124.17,126.01,126.63,126.41,126.44,125.03,124.55,120.57,121.96,123.72,119.82,124.07,126.46,124.97,126.05,120.3,116.16,120.9,120.7,121.31,126.19,130.3,133.03,147.9
935,102.69,96.69,97.39,98.9,95.5,91.35,88.66,86.32,84.44,88,85.1,83.48,78.42,74.38,72.52,70.16,67,67.11,67.19,68.13,71.48,75.95,80.3,76.1,71.73,72.68,73.44,73.18,73.42,77.45,81.53,81.61,83.68,84.08,83.52,87.41,88.98,86.19,83.71,78.46,89.57
936,93.64,91.79,92.2,91.88,92.34,92.58,92.72,88.69,89.62,88.3,88.79,89.13,91.32,95.25,97.78,101.09,103.47,105.58,106.66,104.28,100.68,98.14,94.78,90.56,86.95,84.23,79.6,75.67,66.91,68.31,70.83,73.67,73.09,69.8,70.93,71.9,73.93,76.37,79.6,84.58,102.11
937,107.16,108.33,105.32,99.19,96.56,102.29,97.4,94.39,92.26,89.73,89.56,89.08,91.33,91.32,91.51,91.39,90.92,89,84.98,86.92,94.61,93.79,95.64,95.61,95.64,97.76,101.25,102.09,105.5,104.9,104.14,106.63,109.78,110.47,113.27,115.75,118.35,122.1,123.81,125.6,127.43
938,93.03,96.48,98.52,101.82,102,109.92,109.45,106.51,104.12,100.06,97.95,96.6,93.19,93.03,92.66,87.92,85.68,83.18,80.63,76.96,74.5,77.74,78.06,77.32,75.73,76.01,73.66,73.95,70.35,73.19,74,76.97,77.82,81.2,83.56,87.97,87.04,84.19,85.43,92.1,69.14
939,103.68,102.72,102.45,102.98,106.41,108.92,111.44,114.42,113.93,111.16,107.29,104.17,101.93,100.56,97.67,95.06,94.01,91.05,87.67,84.77,83.18,81.94,85.28,86.23,83.57,80.54,77.6,76.08,72.47,72.21,73.48,71.01,70.42,71.09,68.35,65.95,63.64,62.57,56.81,59.6,67.1
940,93.72,94.76,94.09,83.87,85.56,88.74,90.42,92.54,96.81,99,101.43,103.8,105.91,106.94,108.69,110.57,110.84,107.81,109.37,105.72,109.05,112.82,112.53,112.95,112.69,113.41,112.57,109.14,105.94,101.36,97.74,94.75,92.4,88.37,89.61,89.68,88.84,89.42,89.88,90.49,103.93
941,95.81,93.39,91.77,86.56,89.32,91.8,94.49,98.7,101.77,99.74,98.63,98.48,95.03,92.87,88.39,85.71,83.84,81.97,78.68,75.34,73.06,71.97,74.29,71.89,68.05,64.91,63.43,60.29,58.53,57.12,52.67,46.57,50.8,50.19,49.15,49.31,44.07,44.12,46.29,48.06,30.38
942,96.93,97.61,104.62,103.42,100.07,96.65,93.48,88.22,91.27,92.8,95.92,99.36,102.35,104.3,106.7,110.83,113,113.89,114.94,116.85,118.09,117.27,114.91,112.11,107.55,103.99,102.34,100.03,97.43,94.54,93.66,97.2,97.07,101.53,98.14,92.6,95.9,98.35,103.14,106.6,98.58
943,90.72,90.2,90.69,91.24,86.33,88.78,89.63,90.81,92.84,92.79,89.63,86.77,81.35,80.95,82.61,81.49,83.95,87.54,86.26,89.66,91.41,90.35,92.56,91.1,87.53,85.31,82.89,79.65,75.44,71.72,69.54,62.59,66.21,69.28,68.7,65.61,62.16,57.02,54.4,50.4,56.3
944,101.87,100.52,96.87,92.09,88.96,85.46,81.7,77.99,77.22,85.22,81.96,79.78,77.67,73.78,73.81,74.1,74.27,77.59,85.17,81.8,81.23,80.69,82.18,83.76,84.55,85.08,81.71,79.51,74.28,71.84,68.59,64.57,61.82,62.29,59.97,57.48,56.59,52.32,50.98,51.33,57.25
945,106.45,109.48,113.39,116.94,119.66,120.74,122.41,123.69,125.61,128.1,131.14,130.7,133.83,131.49,129.66,126.46,128.34,129.25,127.62,129.72,128.1,125.92,124.05,121.23,118.99,116.75,114.36,115.1,114.66,115.53,108.36,110.92,118.16,116.83,115.05,111.39,110.69,109.48,106.15,102.66,89.99
946,104.08,104.97,106.08,106.95,107.83,108.8,111.09,111.98,115.02,114.32,114.7,115.47,115.11,118.51,123.86,120.28,114.87,116.85,122.09,122.73,126.67,126.04,124.22,124.78,125.01,125.34,133.49,130.79,132.49,128.54,127.69,123.25,121.18,118.4,115.25,114.68,117.17,121.36,125.04,132.26,118.93
947,103.82,102.66,106.85,107.69,111.76,114.82,116.66,119.96,119.92,121.63,123.26,123.98,121.1,117.26,113.94,111.3,109.63,106.82,103.51,100.55,97.13,94.3,91.77,82.23,85.81,86.47,89.14,93.07,94.73,101.88,99.57,95.41,93.4,94.54,95.41,97,99.69,101.4,103.46,111.24,135.44
948,97.42,102.33,98.14,99.42,99.2,98.6,102.21,106.78,110.82,113.51,116.51,118.45,118.95,116.35,112.62,109.72,107.02,103.24,99.41,99.96,99.07,96.73,93.96,94.42,95.23,100.81,99.09,95.55,92.14,92.92,90.76,87.5,84.3,81.01,79.28,76.97,74.03,70.44,68.75,66.77,38.75
949,93.05,91.25,94.03,94.77,92.05,90.67,89.83,89.95,89.72,86.64,84.84,83.19,78.9,78.64,76.59,74,69.03,66.25,62.21,59.67,54.43,50.8,50.3,51.19,51.99,56.6,58.99,61.95,62.86,65.39,69.15,71.13,73.42,77.15,75.77,81.35,77.65,76.11,73.77,71.67,63.3
950,90.16,93.07,95.44,96.38,93.25,89.11,86.43,83.77,83.23,81.99,81.23,80.66,81.21,85.31,89.15,92.5,95.26,98.1,101.73,104.91,106.36,109.06,108.63,108.99,112.73,113.75,114.5,105.83,110.47,113.07,115.09,111.48,107.16,105.48,101.76,98,95,92.23,90.02,91.88,124.75
951,92.27,95.68,97.7,99.87,102.63,104.55,106.36,106.83,106.84,106.78,105.55,108.58,111.87,113.31,105.82,107.46,110.18,113.52,116.53,118.5,120.74,121.17,115.77,119.62,122.59,126.52,128.76,131.92,134.73,138.84,136.2,136.09,135.95,131.95,127.6,117.28,119.47,118.34,119.96,116.6,118.21
952,103.9,108.1,112.02,115.94,119.07,118.53,114.97,111.11,109.59,105.94,94.81,93.55,93.82,93.8,91.1,91.1,92.41,92.23,92.2,93.75,97.43,101.87,103.96,107.16,108.2,109.76,108.23,110.96,112.51,112.42,114.7,117.25,117.64,117.57,114.71,112.56,110.37,106.6,105.22,102.79,89.92
953,94.81,91.8,89.16,87.92,87.75,86.66,84.19,84.67,84.88,88.38,92.71,95.52,99.35,102.63,104.96,108.14,111.31,118.12,120.41,121.58,124.37,126.38,128.8,131.34,132.11,134.21,135.86,139.08,142.67,145.24,151.29,148.46,150.98,155.45,152.2,150.11,149.07,145.65,143.09,144.54,150.59
954,106.23,109.82,111.33,112.67,114.71,113.64,112.21,110.97,108.14,106.74,105.98,105.5,107.02,103.18,97.14,101.27,103.06,105.69,108.51,111.09,114.01,115.81,114.92,116.87,118.75,121.88,128.59,123.94,124.45,123.39,123.55,119.38,115.05,110.24,106.98,103.71,103.05,104.71,105.11,104.71,76.05
955,97.29,94.38,90.54,91.94,100.9,98.15,93.59,96.02,96.31,98.43,101.49,107.28,111.27,113.99,119.85,120.23,121.15,119.36,119.65,118.55,117.55,115.1,114.52,111.91,109.9,107.54,111.37,113.72,117.33,121.32,123.71,127.92,130.73,135.87,139.66,142.2,141.71,145.28,148.6,150.5,177.05
956,92.66,97.82,94.1,91.43,87.29,83.79,84.43,81.56,79.33,77.36,73.6,71.73,68.28,64.37,61.46,57.81,55.23,51.28,50.4,53.95,53.83,53.67,54.23,56.16,59.29,60.89,65.34,68.23,67.59,64.26,61.17,58.51,55.03,54.54,56.93,57.8,60.29,62.07,61.84,63.03,60.8
957,110.23,114.95,116.48,118.95,120.06,121.01,124,125.89,128.54,131.55,134.04,137.58,132.85,132.13,129.27,126.02,123.65,120.1,116.92,114.78,110.45,107.14,102.11,105.42,107.61,99.18,103.18,103.07,100.15,96.92,95.43,95.37,96.21,96.39,94.98,99.28,96.18,94.24,91.57,91.09,62.16
958,86.57,83.38,81.53,78.12,77.24,73,69.55,64.47,65.04,69.56,69.35,71.26,74.18,74.79,71,68.99,65.87,64.82,64.43,63.94,62.54,62.04,64.8,67.92,72.32,75,78.89,80.8,80.64,81.01,84.22,87.91,85.63,89.86,92.97,95.86,99.49,98.95,95.41,94.46,105.99
959,104.71,108.68,107.89,109.59,113.69,115.55,118.17,122.17,124.82,127.72,129.63,131.83,134.18,134.1,137.58,140.85,142.86,145.96,153.34,149.73,148.83,148.54,151.98,152.92,156.51,159.79,160.38,157.3,157.23,154.46,151.16,148.94,146.53,142.37,142.73,139.82,136.53,132.66,132.47,131.56,120.54
960,102.93,101.84,100.96,101.69,96.61,93.72,88.85,85.09,81.46,78.65,79.2,80.21,80.51,78.16,77.76,80.91,82.04,82.25,79.54,76.84,76.6,74.97,69.43,72.93,73.5,74.06,65.77,68.65,68.93,67.27,67.01,70.39,69.46,66.06,60.91,61.39,61.2,60.12,58.73,57.9,67.32
961,106.16,108.92,109.66,108.26,105.97,102.64,99.24,95.63,92.67,89,84.88,80.8,78.46,76.62,77.48,80.93,80.58,80.94,81.3,78.7,76.15,73.28,69.47,68.6,69.88,70.34,69.7,69.81,66.72,62.94,61.13,65.16,70.3,76.34,72.27,71.68,74.41,78.06,76.23,67.38,62.85
962,96.82,93.6,90.13,85.2,84.07,85.84,83.95,83.87,86.79,90.49,88.98,91.05,94.02,95.63,99.56,101.45,102.3,105.11,108.98,110.07,112.18,119.96,119.57,122.58,129.61,125.52,119.65,124.16,127.57,129.44,128.31,124.15,118.89,115.54,115,111.59,108.6,105.48,101.7,97.7,93.74
963,104.86,107.7,111.13,110.93,111.34,115.57,114.59,112.35,104.54,106.21,107.1,109.95,113.69,116.56,114.17,115.91,119.47,121.74,123.97,125.73,124.26,127.61,129.33,131.48,133.11,135.59,139.69,141.97,143.45,145.07,142.29,143.04,143.85,145.47,145.77,149.31,151.8,151.41,151.62,152.18,132.43
964,102.65,105.13,104.89,105.7,102.95,97.94,95.62,91.22,88.5,87.41,87.8,88.98,92.52,94.84,96.61,103.22,100.85,98.72,96.61,92.76,90.82,87.51,88.68,88.23,89.69,92.2,94.56,93.63,90.6,88.02,84.85,82.96,79.49,78.61,75.83,73.41,73.17,77.4,76.94,80.17,98.12
965,94.74,94.83,94.88,87.82,86.82,82.2,84.36,87.23,89.16,91.27,93.4,95.12,94.82,94.14,95.18,92.3,90.23,85.72,81.76,78.62,75.98,72.28,68.77,68.5,68.17,68.63,65.81,66.69,67.4,63.76,63.11,64.43,66.36,65.73,70.29,73.39,73.05,75.63,76.58,78.36,41.15
966,91.1,91.35,92.83,92.14,91.38,92.97,93.92,93.5,91.3,84.16,86.71,89.16,91.39,97.01,92.79,89.23,83.67,78.42,79.2,84.33,80.93,79.37,76.11,71.59,68.34,65.78,62.07,58.52,58.35,53.08,48.93,45.31,45.1,42.12,40.17,37.27,35.55,32.08,30.07,29.97,23.63
967,92.9,89.48,86.85,83.19,80.01,78.57,78.03,74.93,73.88,74.75,70.19,67.73,64.12,61.82,57.98,58.23,59.04,59.89,53.37,54.47,54.59,50.17,45.61,43.83,41.26,38.28,34.3,38.25,40.5,43.29,43.9,43.6,43.6,45.1,45.57,44.19,42.11,39.18,35.97,33.48,60.28
968,108.48,107.84,110.34,113.47,117.68,113.81,109.86,107.19,106.75,107.76,106.87,106.13,100.24,102.85,103.52,111.05,108.57,109.02,111.03,110.49,110.62,110.72,107.79,99.73,102.77,105.18,105.6,109.12,111.31,110.3,107.82,102.74,98.41,96.41,93.06,88.78,88.62,86.04,83.6,85.43,69.36
969,102.44,103.24,103.52,102.93,98.11,98.89,98.59,99.28,97.68,92.29,89.87,86.23,84,84.85,81.2,82.27,85.98,86.29,92.21,91.32,89.7,88.45,91.49,95.53,98.22,99.41,101.65,103.26,106.17,107.46,112.83,109.22,105.03,101.96,99.23,99.1,95.25,93.38,94.6,97.43,73.95
970,102.46,106.19,106.73,108.86,106.55,106.86,106.22,110.24,113.7,113.35,112.44,111.05,108.56,106.07,106.2,101.86,97.72,94.77,93.97,94.12,93.73,93.38,94,94.46,93.78,92.75,91.22,90.54,89.44,89.62,88.54,88.66,87.88,86.42,84.21,82.19,81.96,78.55,75.18,71.47,57.67
971,92.56,88.7,83.3,83.23,83.94,83.71,83.35,81.12,79.88,74.93,74.65,78.49,80.78,82.78,86.2,89.89,91.68,92.3,95.92,94.5,87.61,86.28,87.99,91.76,96.16,101.83,99.77,96.59,92.85,91.46,90.02,86.85,84.06,81.7,78.08,74.27,71.15,67.31,62.62,59.65,62.17
972,106.67,105.15,105.88,112.13,111.82,109.06,109.78,110.1,112.04,116.09,113.51,111.19,108.03,104.73,103.04,99.51,95.52,93.05,91.46,88.35,88.6,95.91,93.47,93,94.78,97.73,99.55,101.84,105.06,109,113.67,116.18,115.98,114.84,117.64,120.65,129.43,129.58,126.05,125.8,119.49
973,94.45,98.05,98.18,93.19,89.6,87.07,87.41,89.93,93.15,94.9,94.61,88.12,91.92,91.49,91.65,92.08,91.94,94.96,99.91,100.13,99.79,100.06,97.43,94.59,90.75,87.61,83.2,80.48,77.05,72.9,69.65,64.36,61.37,61.58,57.39,52.93,52.74,45.83,47.78,50.54,54.78
974,89.89,93.43,96.62,99.22,102.39,105.41,108.38,110.1,112.38,117.12,119.41,123.71,132.27,129.97,127.19,123.56,120.37,119.91,119.11,115.97,114.17,110.69,109.34,110.97,110.71,109.98,107.56,106.99,107.66,97.32,92.98,87.28,85.57,88.17,91.46,95.99,96.38,98.74,101.54,105.1,111.38
975,105.93,106.63,105.94,108.07,111.13,111.84,111.58,108.41,108.6,108.53,108.95,110.76,113.23,112.99,113.19,112.12,111.08,115.3,113.5,112.15,108.89,106.22,103.94,103.71,103.44,103.51,104.01,99.6,100.29,100.27,98.82,98.67,98.32,96.54,92.8,91.32,91.03,91.4,90.51,91.93,79.54
976,98.65,101.7,103.81,107.61,109.71,113.34,115.02,118.16,120.42,122.22,126.02,128.97,130.48,133.63,136.94,140.02,142.85,145.96,145.2,141.49,139.51,137.39,135.27,131.44,128.12,126.34,122.84,121.5,120.11,119.59,118.35,122.47,125.53,126.29,127.18,131.14,135.14,137.88,140.56,141.91,158.45
977,99.43,96.9,97.38,100.19,103.96,106.45,110.97,113.38,114.76,109.23,112.06,114.8,114.04,116.78,119.03,119.75,114.42,115.13,118.53,122.12,123.83,135.05,131.85,131.44,130.85,127.75,125.17,122.77,121.14,118.53,117.73,117.96,113.85,114.02,113.94,114.26,115.38,111.01,112.27,112.6,97.97
978,96.26,96.01,99.29,97.89,95.62,88.56,92.03,93.66,93.99,94.19,93.25,94.75,92.53,88.17,84.82,80.92,76.89,74.38,73.32,72.6,69.62,65.21,63.33,63.63,59.9,56.19,54.02,52.26,47.83,44.86,41.53,37.91,36.39,31.36,28.25,27.17,28.6,30.32,33.46,34.07,41.25
979,105.78,107.45,106.69,107.18,104.44,100.89,97.34,97.14,99.58,103.37,107.2,109.01,111.47,113.54,116.88,120.09,119.65,120.01,116.73,114.74,111.85,113.86,117.48,123.32,120.14,117.08,115.37,112.75,110.79,107.27,103.68,100.87,98.4,98.45,99.26,96.9,94.08,91.65,87.61,84.16,72.3
980,102.36,102.5,103.57,105.84,106.35,109.77,113.15,116.87,119.69,123.6,125.45,127.52,130.8,135.16,132.15,127.86,123.85,120.02,118.77,116.58,117.18,121.15,126.38,124.39,115.44,117,120.38,122.86,125.7,128.15,131.4,132.27,126.17,128.63,128.5,132.57,135.64,135.37,132.2,133.69,126.9
981,100.64,102.26,99.32,93.98,87.24,91.54,94.34,98.71,97.87,98.41,98.48,98.8,98.56,98.52,99.8,103.98,106.64,111.46,111.96,105.5,109.84,112.28,115.62,116.57,114.93,112.49,110.95,110.22,107.9,104.65,102.86,97.54,94.77,90.77,92.5,97.95,98.97,95.33,94.26,92.19,79.33
982,109.82,112.57,111.44,111.67,113.7,116.53,117.12,121.29,123.08,126.03,129.67,136.35,138.83,140.68,142.5,146,147.27,151.58,147.26,145.37,141.49,137.24,132.69,131,133.96,137.46,139.28,139.23,141.15,142.36,144.44,148.07,151.37,149.07,151.45,155.25,155.48,155.14,151.38,147.43,132.75
983,96.44,94.01,93.84,93.53,92.78,93.05,94.12,94.83,94.27,98.19,101.15,108.94,105.57,102.56,100.04,97.91,92.53,91.74,88.5,85.01,79.9,78.82,75.23,74.57,79.18,77.27,76.74,79.03,80.28,80.57,81.01,79.81,78.89,82.09,84.29,81.27,78.12,73.35,72.37,78.9,87.46
984,97.94,97.19,96.37,91.4,89.68,87.61,84.8,80.2,78.43,76.42,78.17,82.34,85.95,88.65,91.68,95.5,92.85,89.38,87.54,86.89,84.25,80.61,79.43,82.33,84.91,87.33,89.97,92.94,96.35,96.89,93.98,92.39,89.83,85.59,82.38,79.23,76.14,74.25,69.08,66.75,46.61
985,97.58,96.35,95.51,95.99,99.8,103.98,106.89,109.56,112.94,115.45,117.29,116.5,116.81,116.89,114.82,111.55,109.24,106.45,106.5,105.93,106.34,100.46,101.91,103.17,105.68,108.99,109.79,113.03,113.68,115.6,117.52,119.13,121.96,121.55,124.34,124.46,126.43,130.31,132.78,135.29,135.52
986,110.67,111.22,107.65,108.73,102.13,105.32,109.13,110.86,111.81,106.21,108.44,110.17,109.29,109.7,110.2,107.03,104.36,100.47,101.93,103.08,108.46,106.01,104.15,106.55,109.71,113.37,116.35,119.39,122.21,123.66,125.46,124.37,125.56,122.69,113.99,116.6,116.62,118.65,122.17,122.08,120.26
987,91.61,91.49,92.08,92.15,89.97,83.19,79.9,76.58,73.99,71.25,70.53,67.55,65.44,67.09,62.95,59.04,59,56.19,55.45,54.74,51.1,46.81,44.3,41.26,41.74,36.6,37.64,38.78,39.12,40.13,43.25,46.62,49.14,51.7,55.5,59.35,63.84,63.7,70.29,67.21,63.93
988,100.85,106.38,103.13,96.13,99.48,102.5,106.05,109.06,112.35,112.37,111.51,116.67,119.8,123.3,129.43,126.72,126.64,124.77,126.67,128.43,130.12,133.67,135.14,137.59,141.2,144.11,142.49,139.06,136.61,137.81,137.8,134.02,131.8,128.34,123.48,121.35,118.83,115.37,111.74,108.38,81.87
989,108.39,105.92,102.26,99.9,97.66,95.22,91.86,88.69,88.4,88.74,89.13,93.74,95.82,98.22,101.99,105.89,101.41,99.31,92.74,87.62,91.35,92.02,92.19,91.52,94.16,97.03,98.76,101.39,104.56,108.88,113.85,116.68,122.42,127.89,130.79,133.99,135.77,137.99,139.18,141.01,144.53
990,86.55,81.99,79.62,79.28,78.82,70.32,66.82,64.19,60.23,56.43,54.47,52.23,50.16,50.61,50.43,48.23,45.54,43.05,41.65,39.88,41.13,43.72,46.74,49.26,51.83,55.05,56.84,57.95,62.41,62.04,66.6,68.64,67.22,68.84,74.42,77.55,81.44,84.26,83.72,81.58,94.43
991,105.64,105.66,105.76,109.14,112.19,116.13,116.63,115.66,117.58,121.77,120.95,121.5,123.41,124.17,127.53,125.69,123.17,121.14,117.8,115.26,114.06,113.66,108.35,108.54,105.71,105.68,100.2,102.1,105.31,107.54,110.75,114.56,121.82,118.73,115.91,111.91,109.4,107.23,106.47,103.83,103.36
992,108.59,111.89,114.93,115.48,117.73,117.65,118.71,120.76,122.6,124.1,123.05,123.31,121.69,121.35,126.8,128.88,131.53,133.39,134.58,135.22,135.4,141.91,138.98,135.55,136.59,142.52,142.78,141.27,142.01,139.79,135.71,136.15,136.47,135.69,138.87,143.38,145.93,152.95,158,154.73,153.06
993,98.11,101.41,104.81,109.44,112.31,115.93,117.2,118.44,119.75,117.79,113.95,112.5,108.66,106.2,100.92,105.67,108.13,111.93,116.87,119.95,119.07,124.33,121.91,119.97,121.78,120.49,123.58,125.79,128.63,128.68,128.95,131.81,135.77,134.68,134.77,135.96,138.3,140.24,141.12,145.75,147.85
994,92.69,93.37,92.59,93.44,92.85,92.74,88.61,87.25,87,87.6,85.88,85.62,85,84.14,83.8,87.56,90.75,91.21,87.59,80.39,82.24,86.72,88.1,85.81,89.05,90.63,92.32,92.88,93.55,94.66,91.55,88.41,85.07,81.25,81.59,80.42,78.78,77.38,76.97,80.25,93.77
995,102.66,104.37,107.71,108.21,112.13,113.21,117.59,121.51,121.6,124.68,126.79,128.8,131.12,133.23,133.89,135.32,134.59,135.01,132.16,130.04,126.37,121.65,117.92,113.45,113.2,113.08,112.46,110.42,107.11,103.74,103.77,103.01,102.06,102.32,105.75,108.45,107.62,108.3,106.28,104.7,115.57
